Provinsi,Bahan Baku,Kelompok Kayu Bulat,Jenis Kayu Olahan,Produk Ekspor,Volume(m3)
Jawa Tengah,Setengah Jadi,Kayu Eboni,Kayu Lapis dan LVL,Furnitur Kayu,76312.91
Gorontalo,Setengah Jadi,Kayu Eboni,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,Furnitur Kayu,183.84
Papua,Setengah Jadi,Kayu Eboni,Veneer,Furnitur Kayu,7934.78
Aceh,Setengah Jadi,Kayu Eboni,Veneer,Furnitur Kayu,470.2
Kalimantan Barat,Setengah Jadi,Kayu Eboni,Veneer,Furnitur Kayu,1211.24
Jambi,Setengah Jadi,Kayu Eboni,Veneer,Furnitur Kayu,4909.9
Bali,Setengah Jadi,Kayu Indah,Blockboard,Furnitur Kayu,0.0
Kalimantan Selatan,Setengah Jadi,Kayu Indah,Blockboard,Furnitur Kayu,0.0
Jambi,Setengah Jadi,Kayu Indah,Chipwood,Furnitur Kayu,315863.34
Kalimantan Barat,Setengah Jadi,Kayu Indah,Kayu Gergajian,Furnitur Kayu,0.0
Daerah Istimewa Yogyakarta,Setengah Jadi,Kayu Indah,Kayu Gergajian,Furnitur Kayu,228.19
Jawa Timur,Setengah Jadi,Kayu Indah,Kayu Gergajian,Furnitur Kayu,54912.77
Kalimantan Barat,Setengah Jadi,Kayu Indah,Kayu Gergajian,Furnitur Kayu,292.43
Sumatera Utara,Setengah Jadi,Kayu Indah,Kayu Gergajian,Furnitur Kayu,19482.95
DKI Jakarta,Setengah Jadi,Kayu Indah,Kayu Gergajian,Furnitur Kayu,74.0
Sumatera Barat,Setengah Jadi,Kayu Indah,Kayu Gergajian,Furnitur Kayu,1426.47
Kalimantan Selatan,Setengah Jadi,Kayu Indah,Kayu Gergajian,Furnitur Kayu,7460.93
Banten,Setengah Jadi,Kayu Indah,Kayu Gergajian,Furnitur Kayu,1478.17
Maluku,Setengah Jadi,Kayu Indah,Kayu Gergajian,Furnitur Kayu,279.45
Sumatera Selatan,Setengah Jadi,Kayu Indah,Kayu Lapis dan LVL,Furnitur Kayu,1331.34
Maluku,Setengah Jadi,Kayu Indah,Kayu Lapis dan LVL,Furnitur Kayu,305.79
Kalimantan Selatan,Setengah Jadi,Kayu Indah,Kayu Lapis dan LVL,Furnitur Kayu,24285.81
Kalimantan Tengah,Setengah Jadi,Kayu Indah,Kayu Lapis dan LVL,Furnitur Kayu,8514.08
Sulawesi Tengah,Setengah Jadi,Kayu Indah,Kayu Lapis dan LVL,Furnitur Kayu,0.0
Jawa Timur,Setengah Jadi,Kayu Indah,Kayu Lapis dan LVL,Furnitur Kayu,106716.16
Kalimantan Tengah,Setengah Jadi,Kayu Indah,Veneer,Furnitur Kayu,0.0
Jawa Timur,Setengah Jadi,Kayu Indah,Veneer,Furnitur Kayu,0.0
Kalimantan Tengah,Setengah Jadi,Kayu Indah,Veneer,Furnitur Kayu,4623.92
Kalimantan Utara,Setengah Jadi,Kayu Indah,Veneer,Furnitur Kayu,323.15
Kalimantan Selatan,Setengah Jadi,Kayu Indah,Veneer,Furnitur Kayu,4227.18
Maluku,Setengah Jadi,Kayu Indah,Veneer,Furnitur Kayu,714.34
Sumatera Selatan,Setengah Jadi,Kayu Indah,Veneer,Furnitur Kayu,4921.66
Daerah Istimewa Yogyakarta,Setengah Jadi,Kayu Indah,Veneer,Furnitur Kayu,90.37
Jawa Barat,Setengah Jadi,Kayu Indah,Veneer,Furnitur Kayu,0.0
Papua,Setengah Jadi,Kayu Indah,Veneer,Furnitur Kayu,6533.68
Lampung,Setengah Jadi,Kayu Indah,Veneer,Furnitur Kayu,2096.99
Daerah Istimewa Yogyakarta,Setengah Jadi,Kayu Indah,Veneer,Furnitur Kayu,147.4
Jambi,Setengah Jadi,Kayu Indah,Veneer,Furnitur Kayu,0.0
Kalimantan Timur,Setengah Jadi,Kayu Indah,Veneer,Furnitur Kayu,3956.92
Jawa Tengah,Setengah Jadi,Kayu Indah,Veneer,Furnitur Kayu,32315.4
Jawa Tengah,Setengah Jadi,Kelompok Meranti,Blockboard,Furnitur Kayu,13507.99
Jawa Barat,Setengah Jadi,Kelompok Meranti,Blockboard,Furnitur Kayu,2014.33
Riau,Setengah Jadi,Kelompok Meranti,Blockboard,Furnitur Kayu,15.63
Lampung,Setengah Jadi,Kelompok Meranti,Chipwood,Furnitur Kayu,0.0
Kalimantan Tengah,Setengah Jadi,Kelompok Meranti,Chipwood,Furnitur Kayu,80716.31
Maluku,Setengah Jadi,Kelompok Meranti,Kayu Gergajian,Furnitur Kayu,369.63
Riau,Setengah Jadi,Kelompok Meranti,Kayu Gergajian,Furnitur Kayu,8654.3
Kalimantan Tengah,Setengah Jadi,Kelompok Meranti,Kayu Gergajian,Furnitur Kayu,8342.62
Bali,Setengah Jadi,Kelompok Meranti,Kayu Gergajian,Furnitur Kayu,1075.96
Kalimantan Barat,Setengah Jadi,Kelompok Meranti,Kayu Gergajian,Furnitur Kayu,1129.82
Sulawesi Selatan,Setengah Jadi,Kelompok Meranti,Kayu Gergajian,Furnitur Kayu,213.89
Papua Barat,Setengah Jadi,Kelompok Meranti,Kayu Gergajian,Furnitur Kayu,10203.11
Bengkulu,Setengah Jadi,Kelompok Meranti,Kayu Gergajian,Furnitur Kayu,648.56
Kalimantan Selatan,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Furnitur Kayu,17663.66
Bali,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Furnitur Kayu,275.76
Kalimantan Tengah,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Furnitur Kayu,4017.33
Jawa Tengah,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Furnitur Kayu,77633.38
Sumatera Utara,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Furnitur Kayu,5186.76
Sulawesi Selatan,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Furnitur Kayu,5305.18
Sulawesi Tengah,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Furnitur Kayu,0.0
Maluku,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Furnitur Kayu,453.02
Banten,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Furnitur Kayu,14409.79
Maluku,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Furnitur Kayu,324.78
Sulawesi Tengah,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Furnitur Kayu,0.0
Bengkulu,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Furnitur Kayu,0.0
Lampung,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Furnitur Kayu,510.51
Jawa Tengah,Setengah Jadi,Kelompok Meranti,Particle Board,Furnitur Kayu,0.0
Jawa Tengah,Setengah Jadi,Kelompok Meranti,Particle Board,Furnitur Kayu,9572.62
Jawa Timur,Setengah Jadi,Kelompok Meranti,Particle Board,Furnitur Kayu,0.0
Aceh,Setengah Jadi,Kelompok Meranti,Veneer,Furnitur Kayu,998.83
Jawa Barat,Setengah Jadi,Kelompok Meranti,Veneer,Furnitur Kayu,3310.62
Aceh,Setengah Jadi,Kelompok Meranti,Veneer,Furnitur Kayu,560.43
Banten,Setengah Jadi,Kelompok Meranti,Veneer,Furnitur Kayu,196.04
Bali,Setengah Jadi,Kelompok Meranti,Veneer,Furnitur Kayu,255.01
Papua,Setengah Jadi,Kelompok Meranti,Veneer,Furnitur Kayu,7029.84
Banten,Setengah Jadi,Kelompok Meranti,Veneer,Furnitur Kayu,169.21
Sumatera Utara,Setengah Jadi,Kelompok Meranti,Veneer,Furnitur Kayu,909.02
Aceh,Setengah Jadi,Kelompok Meranti,Veneer,Furnitur Kayu,546.37
Bali,Setengah Jadi,Kelompok Meranti,Veneer,Furnitur Kayu,459.14
Daerah Istimewa Yogyakarta,Setengah Jadi,Kelompok Meranti,Veneer,Furnitur Kayu,108.15
Jawa Barat,Setengah Jadi,Kelompok Meranti,Veneer,Furnitur Kayu,3325.08
Kalimantan Selatan,Setengah Jadi,Kelompok Meranti,Veneer,Furnitur Kayu,2335.76
Kalimantan Barat,Setengah Jadi,Kelompok Meranti,Veneer,Furnitur Kayu,690.58
Banten,Setengah Jadi,Kelompok Meranti,Veneer,Furnitur Kayu,89.8
Kalimantan Tengah,Setengah Jadi,Kelompok Meranti,Veneer,Furnitur Kayu,3528.75
Jambi,Setengah Jadi,Kelompok Meranti,Veneer,Furnitur Kayu,3456.46
Sumatera Utara,Setengah Jadi,Kelompok Meranti,Veneer,Furnitur Kayu,1797.87
Sulawesi Selatan,Setengah Jadi,Kelompok Meranti,Veneer,Furnitur Kayu,5308.04
Kalimantan Tengah,Setengah Jadi,Kelompok Meranti,Veneer,Furnitur Kayu,4691.45
Papua Barat,Setengah Jadi,Kelompok Meranti,Veneer,Furnitur Kayu,6678.24
Aceh,Setengah Jadi,Kelompok Meranti,Veneer,Furnitur Kayu,486.72
Kalimantan Barat,Setengah Jadi,Kelompok Meranti,Veneer,Furnitur Kayu,441.5
Bali,Setengah Jadi,Rimba Campuran,Bare Core,Furnitur Kayu,0.0
Daerah Istimewa Yogyakarta,Setengah Jadi,Rimba Campuran,Blockboard,Furnitur Kayu,121.95
Kalimantan Tengah,Setengah Jadi,Rimba Campuran,Chipwood,Furnitur Kayu,0.0
Kalimantan Timur,Setengah Jadi,Rimba Campuran,Chipwood,Furnitur Kayu,0.0
Sumatera Selatan,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Furnitur Kayu,4463.48
Sumatera Selatan,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Furnitur Kayu,0.0
Lampung,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Furnitur Kayu,0.0
Kalimantan Tengah,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Furnitur Kayu,7162.39
Maluku,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Furnitur Kayu,445.72
Jambi,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Furnitur Kayu,3853.41
Maluku Utara,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Furnitur Kayu,142.0
Papua Barat,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Furnitur Kayu,5928.24
Sulawesi Tenggara,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Furnitur Kayu,941.04
Jawa Tengah,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Furnitur Kayu,51243.05
Sumatera Utara,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Furnitur Kayu,20576.39
Sulawesi Tengah,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Furnitur Kayu,1688.77
Sulawesi Selatan,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Furnitur Kayu,1181.35
Sulawesi Tengah,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Furnitur Kayu,2232.03
Kalimantan Utara,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Furnitur Kayu,2722.25
Sumatera Selatan,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Furnitur Kayu,1117.9
Nusa Tenggara Barat,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Furnitur Kayu,72.87
Sumatera Utara,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Furnitur Kayu,1967.12
Sulawesi Tengah,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Furnitur Kayu,14.62
Nusa Tenggara Barat,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Furnitur Kayu,248.8
Bali,Setengah Jadi,Rimba Campuran,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,Furnitur Kayu,57.76
Bali,Setengah Jadi,Rimba Campuran,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,Furnitur Kayu,37.3
Jawa Timur,Setengah Jadi,Rimba Campuran,Moulding,Furnitur Kayu,353.73
Jawa Barat,Setengah Jadi,Rimba Campuran,Veneer,Furnitur Kayu,3342.02
Sumatera Selatan,Setengah Jadi,Rimba Campuran,Veneer,Furnitur Kayu,1925.53
Jawa Tengah,Setengah Jadi,Rimba Campuran,Veneer,Furnitur Kayu,31936.19
Banten,Setengah Jadi,Rimba Campuran,Veneer,Furnitur Kayu,182.03
Kalimantan Utara,Setengah Jadi,Rimba Campuran,Veneer,Furnitur Kayu,93.48
Kalimantan Barat,Setengah Jadi,Rimba Campuran,Veneer,Furnitur Kayu,1093.44
Banten,Setengah Jadi,Rimba Campuran,Veneer,Furnitur Kayu,0.0
Jawa Barat,Setengah Jadi,Rimba Campuran,Veneer,Furnitur Kayu,6935.83
Papua,Setengah Jadi,Rimba Campuran,Veneer,Furnitur Kayu,0.0
Jawa Barat,Setengah Jadi,Rimba Campuran,Veneer,Furnitur Kayu,6477.58
Sumatera Selatan,Setengah Jadi,Rimba Campuran,Veneer,Furnitur Kayu,2605.98
Sulawesi Tengah,Setengah Jadi,Rimba Campuran,Veneer,Furnitur Kayu,0.0
Daerah Istimewa Yogyakarta,Setengah Jadi,Rimba Campuran,Veneer,Furnitur Kayu,104.16
Sulawesi Tengah,Setengah Jadi,Rimba Campuran,Veneer,Furnitur Kayu,0.0
Papua,Setengah Jadi,Rimba Campuran,Veneer,Furnitur Kayu,6919.72
Aceh,Setengah Jadi,Rimba Campuran,Veneer,Furnitur Kayu,669.79
Sumatera Utara,Setengah Jadi,Rimba Campuran,Veneer,Furnitur Kayu,2284.72
Papua Barat,Setengah Jadi,Rimba Campuran,Veneer,Furnitur Kayu,0.0
Kalimantan Selatan,Setengah Jadi,Rimba Campuran,Veneer,Furnitur Kayu,1369.15
Daerah Istimewa Yogyakarta,Setengah Jadi,Rimba Campuran,Veneer,Furnitur Kayu,107.72
Daerah Istimewa Yogyakarta,Setengah Jadi,Rimba Campuran,Veneer,Furnitur Kayu,107.9
Lampung,Setengah Jadi,Rimba Campuran,Veneer,Furnitur Kayu,2843.16
Kalimantan Selatan,Setengah Jadi,Hutan Tanaman Industri,Bare Core,Kerajinan,131.1
Bali,Setengah Jadi,Hutan Tanaman Industri,Bare Core,Kerajinan,0.0
Daerah Istimewa Yogyakarta,Setengah Jadi,Hutan Tanaman Industri,Blockboard,Kerajinan,0.0
Riau,Setengah Jadi,Hutan Tanaman Industri,Blockboard,Kerajinan,0.0
Kalimantan Tengah,Setengah Jadi,Hutan Tanaman Industri,Chipwood,Kerajinan,31058.77
Lampung,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,3399.58
Sulawesi Barat,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,0.0
Sumatera Selatan,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,0.0
Lampung,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,0.0
Sumatera Barat,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,1902.57
Aceh,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,21.23
Papua,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,11571.06
Lampung,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,6824.61
Aceh,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,612.99
Sumatera Selatan,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,1396.89
Jambi,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,3264.34
Jawa Barat,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,3629.49
Sumatera Barat,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,29.17
Riau,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,8027.5
Maluku,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Kerajinan,0.0
Sumatera Selatan,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Kerajinan,1401.79
Maluku,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Kerajinan,531.77
Papua Barat,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Kerajinan,0.0
Sumatera Utara,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Kerajinan,3253.51
Kalimantan Utara,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Kerajinan,12749.12
Jawa Timur,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Kerajinan,83472.85
Sumatera Selatan,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Kerajinan,3363.24
Sumatera Selatan,Setengah Jadi,Hutan Tanaman Industri,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,Kerajinan,190.52
Bali,Setengah Jadi,Jenis Kayu Lainnya,Bare Core,Kerajinan,0.0
Sumatera Selatan,Setengah Jadi,Jenis Kayu Lainnya,Chipwood,Kerajinan,0.0
Sulawesi Barat,Setengah Jadi,Jenis Kayu Lainnya,Kayu Gergajian,Kerajinan,0.0
Lampung,Setengah Jadi,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Kerajinan,1248.4
Jawa Tengah,Setengah Jadi,Kayu Eboni,Bare Core,Kerajinan,5471.58
Kalimantan Timur,Setengah Jadi,Kayu Eboni,Blockboard,Kerajinan,37.51
Kalimantan Utara,Setengah Jadi,Kayu Eboni,Kayu Gergajian,Kerajinan,1090.19
Bali,Setengah Jadi,Kayu Indah,Bare Core,Kerajinan,86.99
Riau,Setengah Jadi,Kayu Indah,Kayu Gergajian,Kerajinan,6715.63
Daerah Istimewa Yogyakarta,Setengah Jadi,Kayu Indah,Kayu Gergajian,Kerajinan,198.18
Papua Barat,Setengah Jadi,Kayu Indah,Kayu Gergajian,Kerajinan,3400.59
Sulawesi Tenggara,Setengah Jadi,Kayu Indah,Kayu Gergajian,Kerajinan,1195.8
Banten,Setengah Jadi,Kayu Indah,Kayu Gergajian,Kerajinan,2145.12
Kalimantan Timur,Setengah Jadi,Kayu Indah,Kayu Lapis dan LVL,Kerajinan,9354.58
Jambi,Setengah Jadi,Kayu Indah,Kayu Lapis dan LVL,Kerajinan,10619.13
Bali,Setengah Jadi,Kayu Indah,Kayu Lapis dan LVL,Kerajinan,121.81
Banten,Setengah Jadi,Kayu Indah,Kayu Lapis dan LVL,Kerajinan,9660.57
Riau,Setengah Jadi,Kayu Indah,Kayu Lapis dan LVL,Kerajinan,5116.34
Riau,Setengah Jadi,Kayu Indah,Wood Pellet,Kerajinan,519.41
Bali,Setengah Jadi,Kelompok Meranti,Bare Core,Kerajinan,123.81
Daerah Istimewa Yogyakarta,Setengah Jadi,Kelompok Meranti,Blockboard,Kerajinan,0.0
Kalimantan Timur,Setengah Jadi,Kelompok Meranti,Blockboard,Kerajinan,84.39
Kalimantan Tengah,Setengah Jadi,Kelompok Meranti,Chipwood,Kerajinan,0.0
Jambi,Setengah Jadi,Kelompok Meranti,Chipwood,Kerajinan,324917.69
Jambi,Setengah Jadi,Kelompok Meranti,Chipwood,Kerajinan,279704.41
Riau,Setengah Jadi,Kelompok Meranti,Chipwood,Kerajinan,1900869.19
Kalimantan Barat,Setengah Jadi,Kelompok Meranti,Finger Joint Board,Kerajinan,0.0
Kalimantan Barat,Setengah Jadi,Kelompok Meranti,Finger Joint Board,Kerajinan,0.0
Daerah Istimewa Yogyakarta,Setengah Jadi,Kelompok Meranti,Kayu Gergajian,Kerajinan,0.0
Sulawesi Barat,Setengah Jadi,Kelompok Meranti,Kayu Gergajian,Kerajinan,0.0
Kalimantan Barat,Setengah Jadi,Kelompok Meranti,Kayu Gergajian,Kerajinan,722.77
Banten,Setengah Jadi,Kelompok Meranti,Kayu Gergajian,Kerajinan,991.17
Jawa Barat,Setengah Jadi,Kelompok Meranti,Kayu Gergajian,Kerajinan,2148.28
Sulawesi Tengah,Setengah Jadi,Kelompok Meranti,Kayu Gergajian,Kerajinan,1030.65
Riau,Setengah Jadi,Kelompok Meranti,Kayu Gergajian,Kerajinan,6528.85
Papua,Setengah Jadi,Kelompok Meranti,Kayu Gergajian,Kerajinan,10113.83
Banten,Setengah Jadi,Kelompok Meranti,Kayu Gergajian,Kerajinan,3500.77
Kalimantan Tengah,Setengah Jadi,Kelompok Meranti,Kayu Gergajian,Kerajinan,9700.54
Maluku,Setengah Jadi,Kelompok Meranti,Kayu Gergajian,Kerajinan,388.89
Jawa Tengah,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Kerajinan,0.0
Sulawesi Selatan,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Kerajinan,5108.31
Banten,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Kerajinan,9815.62
Papua,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Kerajinan,9866.24
Kalimantan Tengah,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Kerajinan,7981.32
Riau,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Kerajinan,5724.87
Bengkulu,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Kerajinan,388.06
Daerah Istimewa Yogyakarta,Setengah Jadi,Rimba Campuran,Bare Core,Kerajinan,626.42
Kalimantan Timur,Setengah Jadi,Rimba Campuran,Blockboard,Kerajinan,162.09
Daerah Istimewa Yogyakarta,Setengah Jadi,Rimba Campuran,Blockboard,Kerajinan,285.3
Jawa Barat,Setengah Jadi,Rimba Campuran,Blockboard,Kerajinan,623.71
Kalimantan Timur,Setengah Jadi,Rimba Campuran,Blockboard,Kerajinan,10.72
Papua,Setengah Jadi,Rimba Campuran,Chipwood,Kerajinan,0.0
Kalimantan Timur,Setengah Jadi,Rimba Campuran,Chipwood,Kerajinan,46697.41
Papua Barat,Setengah Jadi,Rimba Campuran,Chipwood,Kerajinan,3385.86
Kalimantan Timur,Setengah Jadi,Rimba Campuran,Chipwood,Kerajinan,0.0
Sumatera Utara,Setengah Jadi,Rimba Campuran,Chipwood,Kerajinan,110920.73
Daerah Istimewa Yogyakarta,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Kerajinan,0.0
Kalimantan Barat,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Kerajinan,0.0
Jawa Barat,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Kerajinan,1835.9
Papua Barat,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Kerajinan,4671.69
Jawa Tengah,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Kerajinan,48863.15
DKI Jakarta,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Kerajinan,137.43
Jawa Barat,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Kerajinan,3899.0
Bali,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Kerajinan,628.86
Bengkulu,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Kerajinan,1146.41
Bali,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Kerajinan,0.0
Riau,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Kerajinan,0.0
Kalimantan Selatan,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Kerajinan,25691.91
Sumatera Selatan,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Kerajinan,1356.54
Nusa Tenggara Barat,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Kerajinan,166.62
Kalimantan Selatan,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Kerajinan,46779.79
Papua,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Kerajinan,12727.58
Jawa Timur,Setengah Jadi,Rimba Campuran,Moulding,Kerajinan,273.41
Jawa Timur,Setengah Jadi,Rimba Campuran,Moulding,Kerajinan,0.0
Jawa Timur,Setengah Jadi,Rimba Campuran,Particle Board,Kerajinan,8921.08
Jawa Timur,Setengah Jadi,Rimba Campuran,Particle Board,Kerajinan,0.0
Jawa Timur,Setengah Jadi,Rimba Campuran,Particle Board,Kerajinan,861.25
Kalimantan Selatan,Setengah Jadi,Hutan Tanaman Industri,Bare Core,Panel,237.72
Kalimantan Selatan,Setengah Jadi,Hutan Tanaman Industri,Bare Core,Panel,323.43
Jawa Timur,Setengah Jadi,Hutan Tanaman Industri,Bare Core,Panel,7412.27
Jawa Tengah,Setengah Jadi,Hutan Tanaman Industri,Bare Core,Panel,1017.38
Kalimantan Timur,Setengah Jadi,Hutan Tanaman Industri,Blockboard,Panel,52.24
Riau,Setengah Jadi,Hutan Tanaman Industri,Blockboard,Panel,0.0
Jawa Barat,Setengah Jadi,Hutan Tanaman Industri,Blockboard,Panel,0.0
Jawa Barat,Setengah Jadi,Hutan Tanaman Industri,Blockboard,Panel,0.0
Jawa Timur,Setengah Jadi,Hutan Tanaman Industri,Blockboard,Panel,688.33
Riau,Setengah Jadi,Hutan Tanaman Industri,Chipwood,Panel,1952933.18
Lampung,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Panel,0.0
Riau,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Panel,7745.2
Sulawesi Tenggara,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Panel,1926.15
Kalimantan Barat,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Panel,627.05
Jambi,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Panel,4428.47
Aceh,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Panel,196.77
Lampung,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Panel,6648.52
Bengkulu,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Panel,0.0
Riau,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Panel,6223.91
Sulawesi Selatan,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Panel,932.67
Kalimantan Selatan,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Panel,4845.84
Lampung,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Panel,6095.72
Jawa Timur,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Panel,83136.18
Bengkulu,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Panel,806.68
Lampung,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,0.0
Sumatera Selatan,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,0.0
Kalimantan Selatan,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,0.0
Bali,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,0.0
Sumatera Selatan,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,1230.52
Maluku,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,497.08
Jambi,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,8201.36
Lampung,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,2227.62
Maluku,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,372.52
Riau,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,2957.41
Kalimantan Barat,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,13728.17
Nusa Tenggara Barat,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,111.21
Bali,Setengah Jadi,Hutan Tanaman Industri,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,Panel,96.32
