Provinsi,Jenis Hutan,Bahan Baku,Kelompok Kayu Bulat,Jenis Kayu Olahan,Produk Ekspor,Volume(m3)
Jawa Timur,Hutan Produksi,Kayu Tanaman,Kayu Eboni,Kayu Lapis dan LVL,Chipwood,95222.95
Kalimantan Barat,IUPHHK HA,Kayu Alam,Rimba Campuran,Kayu Lapis dan LVL,Panel,18260.4
Kalimantan Selatan,IUPHHK HA,Limbah,Rimba Campuran,Kayu Lapis dan LVL,Woodworking,30646.19
Kalimantan Tengah,IUPHHK RE,Kayu Perkebunan,Kelompok Meranti,Kayu Lapis dan LVL,Woodworking,0.0
Kalimantan Timur,IUPHHK HA,Kayu Perkebunan,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Pulp,31839.47
Kalimantan Utara,UPHHK HTR,Kayu Tanaman,Jenis Khusus,Kayu Lapis dan LVL,Veneer,11009.34
Lampung,HKM HD HTR,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Pulp,1369.34
Maluku,Hutan Produksi,Kayu Perkebunan,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Panel,600.7
Nusa Tenggara Barat,IUPHHK HTI,Limbah,Rimba Campuran,Kayu Lapis dan LVL,Panel,111.21
Papua,IUPHHK RE,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Furnitur Kayu,16329.0
Papua Barat,IUPHHK HTI,Limbah,Rimba Campuran,Kayu Lapis dan LVL,Pulp,0.0
Riau,IUPHHK RE,Kayu Tanaman,Jenis Khusus,Kayu Lapis dan LVL,Veneer,5194.88
Sulawesi Selatan,HKM HD HTR,Limbah,Hutan Tanaman Industri,Kayu Lapis dan LVL,Chipwood,8329.49
Sulawesi Tengah,IUPHHK HTI,Kayu Alam,Hutan Tanaman Industri,Kayu Lapis dan LVL,Woodworking,196.88
Sumatera Selatan,HKM HD HTR,Kayu Tanaman,Jenis Khusus,Kayu Lapis dan LVL,Panel,2833.9
Sumatera Utara,IUPHHK HA,Limbah,Jenis Khusus,Kayu Lapis dan LVL,Pulp,4473.57
Bali,IUPHHK HTI,Limbah,Kayu Indah,Kayu Lapis dan LVL,Kerajinan,484.79
Banten,IUPHHK RE,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Woodworking,17842.65
Bengkulu,IUPHHK HA,Kayu Alam,Kayu Eboni,Kayu Lapis dan LVL,Woodworking,116.39
Jambi,UPHHK HTR,Limbah,Kayu Indah,Kayu Lapis dan LVL,Paper,12305.75
Jawa Barat,HKM HD Kemitraan,Kayu Perkebunan,Kayu Eboni,Kayu Lapis dan LVL,Chipwood,5045.84
Jawa Tengah,IUPHHK HTI,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Veneer,87256.51
Jawa Timur,HKM HD Kemitraan,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Veneer,99968.8
Kalimantan Barat,IUPHHK RE,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Pulp,19289.46
Kalimantan Selatan,IUPHHK HA,Kayu Alam,Kelompok Meranti,Kayu Lapis dan LVL,Woodworking,30848.72
Kalimantan Tengah,IUPHHK HTI,Kayu Alam,Kayu Indah,Kayu Lapis dan LVL,Furnitur Kayu,0.0
Kalimantan Timur,IUPHHK RE,Kayu Perkebunan,Jenis Khusus,Kayu Lapis dan LVL,Bangunan Prefabrikasi,31445.81
Kalimantan Utara,IUPHHK HA,Limbah,Kelompok Meranti,Kayu Lapis dan LVL,Paper,11860.63
Lampung,HKM HD HTR,Kayu Alam,Hutan Tanaman Industri,Kayu Lapis dan LVL,Kerajinan,1248.4
Maluku,IUPHHK RE,Limbah,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Kerajinan,761.75
Nusa Tenggara Barat,IUPHHK HA,Kayu Perkebunan,Jenis Khusus,Kayu Lapis dan LVL,Furnitur Kayu,179.13
Papua,UPHHK HTR,Limbah,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Kerajinan,18620.57
Papua Barat,IUPHHK RE,Kayu Alam,Rimba Campuran,Kayu Lapis dan LVL,Veneer,0.0
Riau,IUPHHK RE,Kayu Perkebunan,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Kerajinan,5724.87
Sulawesi Selatan,Hutan Produksi,Setengah Jadi,Kayu Eboni,Kayu Lapis dan LVL,Furnitur Kayu,8123.27
Sulawesi Tengah,IUPHHK HTI,Kayu Perkebunan,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Woodworking,0.0
Sumatera Selatan,HKM HD HTR,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Pulp,2844.84
Sumatera Utara,Hutan Produksi,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Chipwood,4506.33
Bali,Hutan Produksi,Kayu Alam,Hutan Tanaman Industri,Kayu Lapis dan LVL,Pulp,391.69
Banten,UPHHK HTR,Setengah Jadi,Kayu Eboni,Kayu Lapis dan LVL,Veneer,17165.41
Bengkulu,IUPHHK HA,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Veneer,0.0
Jambi,Hutan Lindung,Kayu Perkebunan,Jenis Khusus,Kayu Lapis dan LVL,Pulp,11704.06
Jawa Barat,Hutan Lindung,Kayu Perkebunan,Jenis Khusus,Kayu Lapis dan LVL,Veneer,4450.6
Jawa Tengah,Hutan Produksi,Kayu Tanaman,Kayu Eboni,Kayu Lapis dan LVL,Pulp,79014.91
Jawa Timur,HKM HD Kemitraan,Kayu Tanaman,Kayu Eboni,Kayu Lapis dan LVL,Panel,98926.05
Kalimantan Barat,IUPHHK HTI,Setengah Jadi,Jenis Khusus,Kayu Lapis dan LVL,Bangunan Prefabrikasi,17322.7
Kalimantan Selatan,IUPHHK HA,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Paper,30494.83
Kalimantan Tengah,HKM HD HTR,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Kerajinan,0.0
Kalimantan Timur,HKM HD HTR,Setengah Jadi,Kayu Eboni,Kayu Lapis dan LVL,Chipwood,33692.39
Kalimantan Utara,HKM HD HTR,Limbah,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Veneer,11019.26
Lampung,IUPHHK HA,Kayu Tanaman,Kayu Eboni,Kayu Lapis dan LVL,Furnitur Kayu,1323.29
Maluku,IUPHHK RE,Kayu Perkebunan,Rimba Campuran,Kayu Lapis dan LVL,Chipwood,214.53
Nusa Tenggara Barat,IUPHHK HA,Kayu Alam,Kelompok Meranti,Kayu Lapis dan LVL,Paper,233.71
Papua,HKM HD Kemitraan,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Paper,15941.58
Papua Barat,Hutan Lindung,Kayu Alam,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Veneer,0.0
Riau,Hutan Produksi,Limbah,Hutan Tanaman Industri,Kayu Lapis dan LVL,Veneer,4214.53
Sulawesi Selatan,Hutan Lindung,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Woodworking,9943.37
Sulawesi Tengah,HKM HD Kemitraan,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Kerajinan,0.0
Sumatera Selatan,Hutan Lindung,Setengah Jadi,Kayu Eboni,Kayu Lapis dan LVL,Paper,2611.35
Sumatera Utara,Hutan Produksi,Limbah,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Kerajinan,3983.42
Bali,IUPHHK HA,Kayu Perkebunan,Hutan Tanaman Industri,Kayu Lapis dan LVL,Paper,387.76
Banten,HKM HD Kemitraan,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Furnitur Kayu,16535.18
Bengkulu,HKM HD Kemitraan,Kayu Alam,Rimba Campuran,Kayu Lapis dan LVL,Furnitur Kayu,175.41
Jambi,IUPHHK HTI,Kayu Alam,Jenis Khusus,Kayu Lapis dan LVL,Woodworking,11421.57
Jawa Barat,UPHHK HTR,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Kerajinan,3555.01
Jawa Tengah,UPHHK HTR,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Paper,84847.83
Jawa Timur,HKM HD HTR,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Veneer,106478.77
Kalimantan Barat,UPHHK HTR,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Woodworking,19292.06
Kalimantan Selatan,Hutan Lindung,Kayu Perkebunan,Kayu Indah,Kayu Lapis dan LVL,Pulp,32402.69
Kalimantan Tengah,HKM HD Kemitraan,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Woodworking,5634.97
Kalimantan Timur,IUPHHK HTI,Kayu Tanaman,Kelompok Meranti,Kayu Lapis dan LVL,Paper,33417.23
Kalimantan Utara,Hutan Produksi,Kayu Alam,Kayu Eboni,Kayu Lapis dan LVL,Kerajinan,11805.44
Lampung,UPHHK HTR,Kayu Tanaman,Jenis Khusus,Kayu Lapis dan LVL,Panel,1284.78
Maluku,Hutan Produksi,Kayu Perkebunan,Jenis Khusus,Kayu Lapis dan LVL,Furnitur Kayu,453.02
Nusa Tenggara Barat,Hutan Lindung,Limbah,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Kerajinan,130.11
Papua,UPHHK HTR,Kayu Perkebunan,Jenis Khusus,Kayu Lapis dan LVL,Chipwood,19442.43
Papua Barat,IUPHHK HA,Kayu Alam,Kelompok Meranti,Kayu Lapis dan LVL,Bangunan Prefabrikasi,0.0
Riau,IUPHHK HA,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Pulp,4903.39
Sulawesi Selatan,Hutan Produksi,Limbah,Kelompok Meranti,Kayu Lapis dan LVL,Woodworking,10113.7
Sulawesi Tengah,HKM HD Kemitraan,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Kerajinan,0.0
Sumatera Selatan,Hutan Produksi,Kayu Perkebunan,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Paper,2319.79
Sumatera Utara,IUPHHK HTI,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Kerajinan,3586.6
Bali,IUPHHK HTI,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Paper,374.59
Banten,HKM HD HTR,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Woodworking,12394.29
Bengkulu,IUPHHK HTI,Setengah Jadi,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Chipwood,69.13
Jambi,IUPHHK RE,Kayu Perkebunan,Kayu Indah,Kayu Lapis dan LVL,Veneer,8141.01
Jawa Barat,HKM HD Kemitraan,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Woodworking,3447.93
Jawa Tengah,Hutan Lindung,Setengah Jadi,Jenis Khusus,Kayu Lapis dan LVL,Veneer,55657.37
Jawa Timur,IUPHHK HA,Kayu Tanaman,Kelompok Meranti,Kayu Lapis dan LVL,Paper,69925.8
Kalimantan Barat,Hutan Produksi,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Pulp,13288.58
Kalimantan Selatan,Hutan Produksi,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Kerajinan,27983.28
Kalimantan Tengah,IUPHHK HA,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Woodworking,3485.15
Kalimantan Timur,IUPHHK RE,Kayu Alam,Kayu Indah,Kayu Lapis dan LVL,Bangunan Prefabrikasi,22067.95
Kalimantan Utara,Hutan Produksi,Kayu Alam,Kelompok Meranti,Kayu Lapis dan LVL,Pulp,9544.24
Lampung,UPHHK HTR,Kayu Alam,Jenis Khusus,Kayu Lapis dan LVL,Veneer,1184.87
Maluku,IUPHHK RE,Kayu Alam,Rimba Campuran,Kayu Lapis dan LVL,Bangunan Prefabrikasi,221.83
Nusa Tenggara Barat,IUPHHK HTI,Setengah Jadi,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Kerajinan,101.11
Papua,Hutan Lindung,Kayu Perkebunan,Jenis Khusus,Kayu Lapis dan LVL,Woodworking,14824.26
Papua Barat,IUPHHK HA,Limbah,Rimba Campuran,Kayu Lapis dan LVL,Paper,0.0
Riau,IUPHHK RE,Setengah Jadi,Jenis Khusus,Kayu Lapis dan LVL,Furnitur Kayu,2863.36
Sulawesi Selatan,IUPHHK HTI,Kayu Alam,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Bangunan Prefabrikasi,7113.49
Sulawesi Tengah,Hutan Produksi,Kayu Tanaman,Jenis Khusus,Kayu Lapis dan LVL,Paper,0.0
Sumatera Selatan,UPHHK HTR,Kayu Alam,Hutan Tanaman Industri,Kayu Lapis dan LVL,Pulp,2274.93
Sumatera Utara,Hutan Lindung,Kayu Alam,Kayu Indah,Kayu Lapis dan LVL,Furnitur Kayu,1967.12
Bali,IUPHHK RE,Limbah,Rimba Campuran,Kayu Lapis dan LVL,Bangunan Prefabrikasi,522.97
Banten,IUPHHK RE,Kayu Alam,Kayu Eboni,Kayu Lapis dan LVL,Panel,18481.64
Bengkulu,Hutan Lindung,Setengah Jadi,Jenis Khusus,Kayu Lapis dan LVL,Bangunan Prefabrikasi,410.55
Jambi,Hutan Produksi,Setengah Jadi,Jenis Khusus,Kayu Lapis dan LVL,Kerajinan,12819.62
Jawa Barat,IUPHHK HA,Limbah,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Veneer,5450.21
Jawa Tengah,IUPHHK HTI,Limbah,Kayu Eboni,Kayu Lapis dan LVL,Veneer,91069.33
Jawa Timur,IUPHHK HA,Limbah,Hutan Tanaman Industri,Kayu Lapis dan LVL,Veneer,114658.07
Kalimantan Barat,IUPHHK RE,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Pulp,17182.72
Kalimantan Selatan,HKM HD Kemitraan,Limbah,Jenis Khusus,Kayu Lapis dan LVL,Panel,36611.91
Kalimantan Tengah,IUPHHK HA,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Paper,5092.16
Kalimantan Timur,Hutan Lindung,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Woodworking,33657.87
Kalimantan Utara,IUPHHK HTI,Kayu Alam,Kayu Eboni,Kayu Lapis dan LVL,Woodworking,13383.46
Lampung,IUPHHK HTI,Kayu Perkebunan,Kayu Indah,Kayu Lapis dan LVL,Veneer,1799.29
Maluku,IUPHHK RE,Setengah Jadi,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Paper,363.01
Nusa Tenggara Barat,HKM HD HTR,Kayu Alam,Kayu Indah,Kayu Lapis dan LVL,Panel,204.54
Papua,HKM HD HTR,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Furnitur Kayu,19804.08
Papua Barat,IUPHHK HTI,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Bangunan Prefabrikasi,0.0
Riau,HKM HD HTR,Kayu Tanaman,Jenis Khusus,Kayu Lapis dan LVL,Woodworking,5417.06
Sulawesi Selatan,Hutan Lindung,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Panel,10552.09
Sulawesi Tengah,HKM HD Kemitraan,Setengah Jadi,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Panel,0.0
Sumatera Selatan,Hutan Produksi,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Paper,2523.17
Sumatera Utara,Hutan Lindung,Kayu Alam,Kelompok Meranti,Kayu Lapis dan LVL,Woodworking,2635.77
Bali,IUPHHK RE,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,399.73
Banten,Hutan Lindung,Kayu Alam,Kayu Indah,Kayu Lapis dan LVL,Woodworking,17535.9
Bengkulu,IUPHHK RE,Kayu Perkebunan,Kayu Indah,Kayu Lapis dan LVL,Kerajinan,388.06
Jambi,IUPHHK HA,Kayu Perkebunan,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Bangunan Prefabrikasi,13685.45
Jawa Barat,HKM HD Kemitraan,Limbah,Jenis Khusus,Kayu Lapis dan LVL,Chipwood,4819.17
Jawa Tengah,UPHHK HTR,Kayu Alam,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,83838.47
Jawa Timur,Hutan Lindung,Kayu Alam,Kayu Indah,Kayu Lapis dan LVL,Panel,105751.34
Kalimantan Barat,HKM HD Kemitraan,Kayu Perkebunan,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Paper,15237.58
Kalimantan Selatan,IUPHHK HA,Kayu Alam,Hutan Tanaman Industri,Kayu Lapis dan LVL,Kerajinan,35901.35
Kalimantan Tengah,UPHHK HTR,Kayu Perkebunan,Jenis Khusus,Kayu Lapis dan LVL,Paper,5933.15
Kalimantan Timur,IUPHHK HA,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,30406.47
Kalimantan Utara,UPHHK HTR,Kayu Perkebunan,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,12762.4
Lampung,Hutan Produksi,Kayu Alam,Kelompok Meranti,Kayu Lapis dan LVL,Veneer,1717.08
Maluku,Hutan Lindung,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Paper,242.73
Nusa Tenggara Barat,IUPHHK HA,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Veneer,134.45
Papua,HKM HD HTR,Setengah Jadi,Jenis Khusus,Kayu Lapis dan LVL,Pulp,17381.8
Papua Barat,HKM HD Kemitraan,Kayu Alam,Rimba Campuran,Kayu Lapis dan LVL,Bangunan Prefabrikasi,0.0
Riau,UPHHK HTR,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Kerajinan,5116.34
Sulawesi Selatan,Hutan Produksi,Limbah,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,8206.24
Sulawesi Tengah,Hutan Produksi,Limbah,Kayu Indah,Kayu Lapis dan LVL,Furnitur Kayu,0.0
Sumatera Selatan,UPHHK HTR,Limbah,Kayu Indah,Kayu Lapis dan LVL,Woodworking,2048.78
Sumatera Utara,HKM HD HTR,Setengah Jadi,Kayu Indah,Kayu Lapis dan LVL,Kerajinan,2804.09
Bali,Hutan Produksi,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Paper,209.69
Banten,HKM HD Kemitraan,Limbah,Kelompok Meranti,Kayu Lapis dan LVL,Panel,16679.76
Bengkulu,Hutan Produksi,Kayu Alam,Rimba Campuran,Kayu Lapis dan LVL,Bangunan Prefabrikasi,204.21
Jambi,Hutan Lindung,Limbah,Kelompok Meranti,Kayu Lapis dan LVL,Bangunan Prefabrikasi,11810.05
Jawa Barat,HKM HD HTR,Setengah Jadi,Jenis Khusus,Kayu Lapis dan LVL,Veneer,5327.69
Jawa Tengah,IUPHHK HA,Setengah Jadi,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Bangunan Prefabrikasi,81775.7
Jawa Timur,HKM HD Kemitraan,Kayu Perkebunan,Kayu Indah,Kayu Lapis dan LVL,Pulp,102970.55
Kalimantan Barat,IUPHHK HTI,Kayu Perkebunan,Kayu Eboni,Kayu Lapis dan LVL,Veneer,15239.34
Kalimantan Selatan,HKM HD HTR,Setengah Jadi,Jenis Khusus,Kayu Lapis dan LVL,Pulp,37645.11
Kalimantan Tengah,IUPHHK HTI,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Bangunan Prefabrikasi,5136.84
Kalimantan Timur,UPHHK HTR,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Paper,33323.42
Kalimantan Utara,Hutan Lindung,Kayu Tanaman,Jenis Khusus,Kayu Lapis dan LVL,Paper,13810.02
Lampung,IUPHHK HTI,Kayu Alam,Kayu Indah,Kayu Lapis dan LVL,Veneer,1781.13
Maluku,HKM HD Kemitraan,Limbah,Kayu Indah,Kayu Lapis dan LVL,Woodworking,470.09
Nusa Tenggara Barat,IUPHHK HTI,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Furnitur Kayu,151.36
Papua,IUPHHK HTI,Limbah,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Woodworking,16965.36
Papua Barat,IUPHHK RE,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Kerajinan,0.0
Riau,HKM HD Kemitraan,Kayu Alam,Jenis Khusus,Kayu Lapis dan LVL,Pulp,4387.2
Sulawesi Selatan,HKM HD Kemitraan,Kayu Perkebunan,Rimba Campuran,Kayu Lapis dan LVL,Furnitur Kayu,6869.1
Sulawesi Tengah,Hutan Produksi,Setengah Jadi,Kayu Indah,Kayu Lapis dan LVL,Pulp,0.0
Sumatera Selatan,Hutan Lindung,Kayu Tanaman,Kayu Eboni,Kayu Lapis dan LVL,Woodworking,2660.06
Sumatera Utara,HKM HD HTR,Kayu Perkebunan,Jenis Khusus,Kayu Lapis dan LVL,Woodworking,3480.11
Bali,IUPHHK HTI,Kayu Perkebunan,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Paper,270.59
Banten,HKM HD HTR,Kayu Perkebunan,Kelompok Meranti,Kayu Lapis dan LVL,Furnitur Kayu,17432.65
Bengkulu,IUPHHK RE,Kayu Perkebunan,Hutan Tanaman Industri,Kayu Lapis dan LVL,Bangunan Prefabrikasi,0.0
Jambi,IUPHHK RE,Kayu Alam,Jenis Khusus,Kayu Lapis dan LVL,Paper,14317.88
Jawa Barat,HKM HD HTR,Limbah,Hutan Tanaman Industri,Kayu Lapis dan LVL,Kerajinan,5715.01
Jawa Tengah,HKM HD HTR,Setengah Jadi,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Paper,80984.71
Jawa Timur,HKM HD Kemitraan,Limbah,Rimba Campuran,Kayu Lapis dan LVL,Woodworking,109305.45
Kalimantan Barat,UPHHK HTR,Kayu Alam,Hutan Tanaman Industri,Kayu Lapis dan LVL,Bangunan Prefabrikasi,15821.97
Kalimantan Selatan,Hutan Produksi,Kayu Perkebunan,Jenis Khusus,Kayu Lapis dan LVL,Bangunan Prefabrikasi,43988.3
Kalimantan Tengah,IUPHHK HTI,Limbah,Jenis Khusus,Kayu Lapis dan LVL,Paper,6179.1
Kalimantan Timur,HKM HD Kemitraan,Kayu Alam,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Kerajinan,29132.12
Kalimantan Utara,Hutan Produksi,Kayu Perkebunan,Kayu Eboni,Kayu Lapis dan LVL,Pulp,14446.82
Lampung,HKM HD Kemitraan,Limbah,Rimba Campuran,Kayu Lapis dan LVL,Woodworking,1690.3
Maluku,Hutan Produksi,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Woodworking,831.24
Nusa Tenggara Barat,Hutan Lindung,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Kerajinan,180.67
Papua,HKM HD HTR,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Furnitur Kayu,16377.24
Papua Barat,Hutan Produksi,Limbah,Kayu Indah,Kayu Lapis dan LVL,Veneer,299.1
Riau,Hutan Lindung,Kayu Tanaman,Kelompok Meranti,Kayu Lapis dan LVL,Paper,4897.61
Sulawesi Selatan,Hutan Produksi,Setengah Jadi,Jenis Khusus,Kayu Lapis dan LVL,Paper,8482.95
Sulawesi Tengah,HKM HD HTR,Setengah Jadi,Kayu Eboni,Kayu Lapis dan LVL,Bangunan Prefabrikasi,0.0
Sumatera Selatan,UPHHK HTR,Kayu Tanaman,Kayu Eboni,Kayu Lapis dan LVL,Pulp,2606.33
Sumatera Utara,IUPHHK RE,Kayu Alam,Rimba Campuran,Kayu Lapis dan LVL,Veneer,2695.3
Bali,IUPHHK HA,Setengah Jadi,Jenis Khusus,Kayu Lapis dan LVL,Woodworking,253.27
Banten,IUPHHK HA,Limbah,Rimba Campuran,Kayu Lapis dan LVL,Pulp,17393.87
Bengkulu,IUPHHK RE,Kayu Alam,Hutan Tanaman Industri,Kayu Lapis dan LVL,Woodworking,2.71
Jambi,Hutan Produksi,Setengah Jadi,Kayu Eboni,Kayu Lapis dan LVL,Veneer,12200.17
Jawa Barat,HKM HD HTR,Kayu Alam,Kayu Indah,Kayu Lapis dan LVL,Veneer,5829.44
Jawa Tengah,Hutan Lindung,Limbah,Kelompok Meranti,Kayu Lapis dan LVL,Woodworking,78188.28
Jawa Timur,UPHHK HTR,Limbah,Kayu Eboni,Kayu Lapis dan LVL,Furnitur Kayu,99529.77
Kalimantan Barat,IUPHHK RE,Setengah Jadi,Jenis Khusus,Kayu Lapis dan LVL,Woodworking,13927.74
Kalimantan Selatan,IUPHHK HTI,Kayu Alam,Rimba Campuran,Kayu Lapis dan LVL,Bangunan Prefabrikasi,46378.31
Kalimantan Tengah,IUPHHK RE,Limbah,Kelompok Meranti,Kayu Lapis dan LVL,Woodworking,5732.22
Kalimantan Timur,IUPHHK HTI,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Bangunan Prefabrikasi,26449.44
Kalimantan Utara,Hutan Produksi,Kayu Perkebunan,Rimba Campuran,Kayu Lapis dan LVL,Kerajinan,12749.12
Lampung,HKM HD HTR,Kayu Perkebunan,Kayu Eboni,Kayu Lapis dan LVL,Chipwood,1573.56
Maluku,Hutan Produksi,Limbah,Hutan Tanaman Industri,Kayu Lapis dan LVL,Furnitur Kayu,0.0
Nusa Tenggara Barat,HKM HD HTR,Kayu Perkebunan,Jenis Khusus,Kayu Lapis dan LVL,Bangunan Prefabrikasi,246.89
Papua,IUPHHK HA,Limbah,Hutan Tanaman Industri,Kayu Lapis dan LVL,Kerajinan,16214.55
Papua Barat,IUPHHK RE,Kayu Perkebunan,Hutan Tanaman Industri,Kayu Lapis dan LVL,Paper,0.0
Riau,Hutan Lindung,Kayu Tanaman,Jenis Khusus,Kayu Lapis dan LVL,Woodworking,4002.7
Sulawesi Selatan,HKM HD Kemitraan,Limbah,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Panel,7275.73
Sulawesi Tengah,Hutan Lindung,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Veneer,0.0
Sumatera Selatan,IUPHHK RE,Kayu Alam,Kayu Eboni,Kayu Lapis dan LVL,Chipwood,2525.41
Sumatera Utara,UPHHK HTR,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Bangunan Prefabrikasi,1714.97
Bali,Hutan Lindung,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Furnitur Kayu,116.27
Banten,IUPHHK RE,Limbah,Kelompok Meranti,Kayu Lapis dan LVL,Chipwood,13354.62
Bengkulu,IUPHHK HA,Kayu Alam,Jenis Khusus,Kayu Lapis dan LVL,Woodworking,75.84
Jambi,HKM HD Kemitraan,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Pulp,8345.77
Jawa Barat,IUPHHK HA,Setengah Jadi,Kayu Indah,Kayu Lapis dan LVL,Bangunan Prefabrikasi,4419.87
Jawa Tengah,IUPHHK HTI,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,68653.65
Jawa Timur,HKM HD HTR,Kayu Perkebunan,Jenis Khusus,Kayu Lapis dan LVL,Furnitur Kayu,95884.63
Kalimantan Barat,IUPHHK HA,Kayu Alam,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Panel,15119.56
Kalimantan Selatan,IUPHHK HTI,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Woodworking,45967.9
Kalimantan Tengah,HKM HD Kemitraan,Kayu Alam,Jenis Khusus,Kayu Lapis dan LVL,Pulp,7003.94
